,concept,is_bool,item_num,set_num,answer,hyes,hno,p(yes),lambda_rule,object,concept_num,set,model_answer,to_annotate
2451,exists another object of the same shape that is blue,False,60,20,1,12,10,0.7749731761989551,"""λx.exists(apply2(compose3(not,same_color),x.o), filter(compose11(compose8(and,blue),apply2(same_shape,x.o)), x.s))""
",large green circle,hg89,20,True,True
2452,exists another object of the same shape that is blue,False,61,21,0,5,17,0.06080798104369478,"""λx.exists(apply2(compose3(not,same_color),x.o), filter(compose11(compose8(and,blue),apply2(same_shape,x.o)), x.s))""
",large yellow circle,hg89,21,False,True
2453,exists another object of the same shape that is blue,False,62,21,0,1,21,0.018409564511784993,"""λx.exists(apply2(compose3(not,same_color),x.o), filter(compose11(compose8(and,blue),apply2(same_shape,x.o)), x.s))""
",medium yellow rectangle,hg89,21,False,True
2454,exists another object of the same shape that is blue,False,63,21,0,3,19,0.04406690933240043,"""λx.exists(apply2(compose3(not,same_color),x.o), filter(compose11(compose8(and,blue),apply2(same_shape,x.o)), x.s))""
",small green circle,hg89,21,False,True
2455,exists another object of the same shape that is blue,False,64,21,0,6,16,0.029983986989691402,"""λx.exists(apply2(compose3(not,same_color),x.o), filter(compose11(compose8(and,blue),apply2(same_shape,x.o)), x.s))""
",medium yellow circle,hg89,21,False,True
2456,exists another object of the same shape that is blue,False,65,21,0,6,16,0.03972164875506223,"""λx.exists(apply2(compose3(not,same_color),x.o), filter(compose11(compose8(and,blue),apply2(same_shape,x.o)), x.s))""
",small yellow triangle,hg89,21,False,True
2457,exists another object of the same shape that is blue,False,66,22,0,7,15,0.04122127525158703,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",large green circle,hg89,22,False,True
2458,exists another object of the same shape that is blue,False,67,22,0,2,20,0.060740093463778067,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",medium green circle,hg89,22,False,True
2459,exists another object of the same shape that is blue,False,68,22,0,2,20,0.02581766784408046,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",medium blue triangle,hg89,22,False,True
2460,exists another object of the same shape that is blue,False,69,22,1,10,12,0.6325911178166734,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",small green triangle,hg89,22,True,True
2461,exists another object of the same shape that is blue,False,70,23,0,1,21,0.00897604685656006,"""λx.apply1(compose11(compose8(and,green),triangle),x.o)""
",small blue triangle,hg89,23,False,True
2462,exists another object of the same shape that is blue,False,71,23,1,17,5,0.6297641755859331,"""λx.apply1(compose11(compose8(and,green),triangle),x.o)""
",medium yellow triangle,hg89,23,True,True
2463,exists another object of the same shape that is blue,False,72,23,0,0,22,0.06057655249378513,"""λx.apply1(compose11(compose8(and,green),triangle),x.o)""
",medium green rectangle,hg89,23,False,True
2464,exists another object of the same shape that is blue,False,73,23,1,18,4,0.8115598890423144,"""λx.apply1(compose11(compose8(and,green),triangle),x.o)""
",large green triangle,hg89,23,True,True
2465,exists another object of the same shape that is blue,False,74,24,0,1,21,0.012874994621142832,"""λx.exists(apply2(compose3(not,same_color),x.o), filter(compose11(compose8(and,blue),apply2(same_shape,x.o)), x.s))""
",large blue circle,hg89,24,False,True
2466,exists another object of the same shape that is blue,False,75,24,1,8,14,0.8558715622109503,"""λx.exists(apply2(compose3(not,same_color),x.o), filter(compose11(compose8(and,blue),apply2(same_shape,x.o)), x.s))""
",small yellow circle,hg89,24,True,True
2467,exists another object of the same shape that is blue,False,76,24,1,16,6,0.7353293199736299,"""λx.exists(apply2(compose3(not,same_color),x.o), filter(compose11(compose8(and,blue),apply2(same_shape,x.o)), x.s))""
",large green circle,hg89,24,True,True
2468,exists another object of the same shape that is blue,False,77,25,0,11,11,0.007820013684977312,"""λx.exists(apply2(compose3(not,same_color),x.o), filter(compose11(compose8(and,blue),apply2(same_shape,x.o)), x.s))""
",large yellow triangle,hg89,25,False,True
2469,exists another object of the same shape that is blue,False,78,25,0,1,21,0.004587604069115514,"""λx.exists(apply2(compose3(not,same_color),x.o), filter(compose11(compose8(and,blue),apply2(same_shape,x.o)), x.s))""
",small green rectangle,hg89,25,False,True
2470,exists another object of the same shape that is blue,False,79,25,0,3,19,0.004203385718710706,"""λx.exists(apply2(compose3(not,same_color),x.o), filter(compose11(compose8(and,blue),apply2(same_shape,x.o)), x.s))""
",medium green rectangle,hg89,25,False,True
2471,exists another object of the same shape that is blue,False,80,25,0,10,12,0.015473517301529682,"""λx.exists(apply2(compose3(not,same_color),x.o), filter(compose11(compose8(and,blue),apply2(same_shape,x.o)), x.s))""
",small green triangle,hg89,25,False,True
6732,same shape as another object that is blue or green,False,0,1,0,8,14,0.4797468326411263,"""λx.apply1(apply2(same_color,x.o),x.o)""
",large green circle,hg90,1,False,False
6733,same shape as another object that is blue or green,False,1,1,0,9,13,0.437710576810332,"""λx.apply1(apply2(same_color,x.o),x.o)""
",small green triangle,hg90,1,False,False
6734,same shape as another object that is blue or green,False,2,1,0,9,13,0.46835354398103846,"""λx.apply1(apply2(same_color,x.o),x.o)""
",medium blue rectangle,hg90,1,False,False
6735,same shape as another object that is blue or green,False,3,2,0,5,17,0.2799255877660016,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",large blue triangle,hg90,2,False,False
6736,same shape as another object that is blue or green,False,4,2,0,3,19,0.2638986227253781,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",large blue rectangle,hg90,2,False,False
6737,same shape as another object that is blue or green,False,5,2,0,10,12,0.24341716741321306,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",medium yellow circle,hg90,2,False,False
6738,same shape as another object that is blue or green,False,6,3,0,1,21,0.1899491603480783,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",small green triangle,hg90,3,False,False
6739,same shape as another object that is blue or green,False,7,3,0,3,19,0.2463803038021979,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",small blue rectangle,hg90,3,False,False
6740,same shape as another object that is blue or green,False,8,3,1,5,17,0.19995103053167895,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",large yellow rectangle,hg90,3,False,False
6741,same shape as another object that is blue or green,False,9,4,1,15,7,0.37680399777025286,"""λx.apply1(compose11(compose7(and,yellow),large),x.o)""
",medium yellow rectangle,hg90,4,False,False
6742,same shape as another object that is blue or green,False,10,4,0,2,20,0.07966199260636131,"""λx.apply1(compose11(compose7(and,yellow),large),x.o)""
",small blue rectangle,hg90,4,False,False
6743,same shape as another object that is blue or green,False,11,5,0,1,21,0.057953355088898206,"""λx.apply1(yellow,x.o)""
",small blue triangle,hg90,5,False,False
6744,same shape as another object that is blue or green,False,12,5,0,1,21,0.18509194168689191,"""λx.apply1(yellow,x.o)""
",small yellow circle,hg90,5,False,False
6745,same shape as another object that is blue or green,False,13,5,0,5,17,0.33771003225479035,"""λx.apply1(yellow,x.o)""
",medium green rectangle,hg90,5,False,False
6746,same shape as another object that is blue or green,False,14,6,0,2,19,0.13394803773314834,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",medium yellow circle,hg90,6,False,False
6747,same shape as another object that is blue or green,False,15,6,0,1,20,0.07934723664038756,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",small green triangle,hg90,6,False,False
6748,same shape as another object that is blue or green,False,16,6,1,1,20,0.2670831541749976,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",small yellow triangle,hg90,6,False,False
6749,same shape as another object that is blue or green,False,17,6,1,4,17,0.3512072042606178,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",medium yellow triangle,hg90,6,False,False
6750,same shape as another object that is blue or green,False,18,7,0,1,20,0.08648260377856332,"""λx.apply1(compose11(compose8(and,yellow),compose2(not,circle)),x.o)""
",large green triangle,hg90,7,False,False
6751,same shape as another object that is blue or green,False,19,7,0,4,17,0.07073037146983552,"""λx.apply1(compose11(compose8(and,yellow),compose2(not,circle)),x.o)""
",large yellow circle,hg90,7,False,False
6752,same shape as another object that is blue or green,False,20,7,1,4,17,0.15452980273107642,"""λx.apply1(compose11(compose8(and,yellow),compose2(not,circle)),x.o)""
",large green rectangle,hg90,7,False,False
6753,same shape as another object that is blue or green,False,21,7,1,0,21,0.057600222749442764,"""λx.apply1(compose11(compose8(and,yellow),compose2(not,circle)),x.o)""
",small blue rectangle,hg90,7,False,False
6754,same shape as another object that is blue or green,False,22,7,1,1,20,0.14641905311952996,"""λx.apply1(compose11(compose8(and,yellow),compose2(not,circle)),x.o)""
",medium green rectangle,hg90,7,False,False
6755,same shape as another object that is blue or green,False,23,8,0,2,19,0.1072039143297161,"""λx.apply1(rectangle,x.o)""
",small blue circle,hg90,8,False,False
6756,same shape as another object that is blue or green,False,24,9,0,8,13,0.18530220823356558,"""λx.apply1(rectangle,x.o)""
",large blue rectangle,hg90,9,False,False
6757,same shape as another object that is blue or green,False,25,9,0,2,19,0.1917766011634967,"""λx.apply1(rectangle,x.o)""
",medium green triangle,hg90,9,False,False
6758,same shape as another object that is blue or green,False,26,10,0,7,14,0.17188677861088308,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",large blue triangle,hg90,10,False,False
6759,same shape as another object that is blue or green,False,27,10,0,0,21,0.12183192176894408,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",medium blue circle,hg90,10,False,False
6760,same shape as another object that is blue or green,False,28,10,0,5,16,0.20139187146969562,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",small green rectangle,hg90,10,False,False
6761,same shape as another object that is blue or green,False,29,10,1,12,9,0.4270836954119659,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",large yellow triangle,hg90,10,False,False
6762,same shape as another object that is blue or green,False,30,11,0,2,19,0.020876999526194595,"""λx.apply1(compose11(compose8(and,yellow),compose2(not,circle)),x.o)""
",small blue triangle,hg90,11,False,False
6763,same shape as another object that is blue or green,False,31,11,1,8,13,0.2581773113598729,"""λx.apply1(compose11(compose8(and,yellow),compose2(not,circle)),x.o)""
",large yellow circle,hg90,11,False,False
6764,same shape as another object that is blue or green,False,32,11,0,2,19,0.09374701250430917,"""λx.apply1(compose11(compose8(and,yellow),compose2(not,circle)),x.o)""
",small blue circle,hg90,11,False,False
6765,same shape as another object that is blue or green,False,33,12,0,9,12,0.331280417377684,"""λx.apply1(yellow,x.o)""
",small yellow rectangle,hg90,12,False,False
6766,same shape as another object that is blue or green,False,34,12,1,0,21,0.17144616048506123,"""λx.apply1(yellow,x.o)""
",small blue circle,hg90,12,False,False
6767,same shape as another object that is blue or green,False,35,12,1,9,12,0.3965153870069571,"""λx.apply1(yellow,x.o)""
",large green circle,hg90,12,False,False
6768,same shape as another object that is blue or green,False,36,13,1,13,8,0.7337991098235079,"""λx.exists(compose2(not,apply2(same_color,x.o)), filter(apply2(same_shape,x.o), filter(compose2(not,yellow), x.s)))""
",medium yellow triangle,hg90,13,True,False
6769,same shape as another object that is blue or green,False,37,13,0,4,17,0.16678861982109083,"""λx.exists(compose2(not,apply2(same_color,x.o)), filter(apply2(same_shape,x.o), filter(compose2(not,yellow), x.s)))""
",large blue circle,hg90,13,False,False
6770,same shape as another object that is blue or green,False,38,13,0,3,18,0.2862682482364107,"""λx.exists(compose2(not,apply2(same_color,x.o)), filter(apply2(same_shape,x.o), filter(compose2(not,yellow), x.s)))""
",small blue triangle,hg90,13,False,False
6771,same shape as another object that is blue or green,False,39,14,0,6,15,0.04633026456906464,"""λx.exists(compose2(not,apply2(same_color,x.o)), filter(apply2(same_shape,x.o), filter(compose2(not,yellow), x.s)))""
",medium blue rectangle,hg90,14,False,False
6772,same shape as another object that is blue or green,False,40,15,0,2,19,0.06328658712129709,"""λx.apply1(yellow,x.o)""
",large blue circle,hg90,15,False,False
6773,same shape as another object that is blue or green,False,41,16,1,11,10,0.3914287693510232,"""λx.apply1(yellow,x.o)""
",small yellow rectangle,hg90,16,False,False
6774,same shape as another object that is blue or green,False,42,16,0,8,13,0.29169008844110067,"""λx.apply1(yellow,x.o)""
",small yellow triangle,hg90,16,False,False
6775,same shape as another object that is blue or green,False,43,16,1,7,14,0.2248725239836631,"""λx.apply1(yellow,x.o)""
",medium blue circle,hg90,16,False,False
6776,same shape as another object that is blue or green,False,44,16,0,4,17,0.2066261943691643,"""λx.apply1(yellow,x.o)""
",small green rectangle,hg90,16,False,False
6777,same shape as another object that is blue or green,False,45,16,1,5,16,0.352688480456095,"""λx.apply1(yellow,x.o)""
",medium green circle,hg90,16,False,False
6778,same shape as another object that is blue or green,False,46,17,1,12,9,0.7402092629392882,"""λx.exists(compose2(not,apply2(same_color,x.o)), filter(apply2(same_shape,x.o), filter(compose2(not,yellow), x.s)))""
",large green rectangle,hg90,17,True,False
6779,same shape as another object that is blue or green,False,47,17,1,10,11,0.722916135471678,"""λx.exists(compose2(not,apply2(same_color,x.o)), filter(apply2(same_shape,x.o), filter(compose2(not,yellow), x.s)))""
",large blue rectangle,hg90,17,True,False
6780,same shape as another object that is blue or green,False,48,18,1,14,7,0.8889454223711937,"""λx.exists(compose2(not,apply2(same_color,x.o)), filter(apply2(same_shape,x.o), filter(compose2(not,yellow), x.s)))""
",medium blue rectangle,hg90,18,True,False
6781,same shape as another object that is blue or green,False,49,18,0,5,16,0.10245921926434676,"""λx.exists(compose2(not,apply2(same_color,x.o)), filter(apply2(same_shape,x.o), filter(compose2(not,yellow), x.s)))""
",medium green circle,hg90,18,False,False
6782,same shape as another object that is blue or green,False,50,18,1,14,7,0.9084464770078284,"""λx.exists(compose2(not,apply2(same_color,x.o)), filter(apply2(same_shape,x.o), filter(compose2(not,yellow), x.s)))""
",medium green rectangle,hg90,18,True,False
6783,same shape as another object that is blue or green,False,51,18,1,6,15,0.11847275067032115,"""λx.exists(compose2(not,apply2(same_color,x.o)), filter(apply2(same_shape,x.o), filter(compose2(not,yellow), x.s)))""
",large blue triangle,hg90,18,False,False
6784,same shape as another object that is blue or green,False,52,18,1,1,20,0.05198304417012878,"""λx.exists(compose2(not,apply2(same_color,x.o)), filter(apply2(same_shape,x.o), filter(compose2(not,yellow), x.s)))""
",small blue triangle,hg90,18,False,False
6785,same shape as another object that is blue or green,False,53,19,0,5,16,0.075803613936273,"""λx.exists(compose11(compose8(compose6(or,not),apply2(same_color,x.o)),apply2(same_size,x.o)), filter(apply2(same_shape,x.o), x.s))""
",small yellow triangle,hg90,19,False,False
6786,same shape as another object that is blue or green,False,54,19,1,15,6,0.8817532325000457,"""λx.exists(compose11(compose8(compose6(or,not),apply2(same_color,x.o)),apply2(same_size,x.o)), filter(apply2(same_shape,x.o), x.s))""
",small yellow rectangle,hg90,19,True,False
